http://profiles.sc-ctsi.org/profile/121452,Humans,Living Beings,43034,1503
http://profiles.sc-ctsi.org/profile/137254,Female,Physiology,24476,1280
http://profiles.sc-ctsi.org/profile/135962,Male,Physiology,22760,1283
http://profiles.sc-ctsi.org/profile/135514,Adult,Living Beings,14208,1040
http://profiles.sc-ctsi.org/profile/118398,Animals,Living Beings,13702,822
http://profiles.sc-ctsi.org/profile/132014,Middle Aged,Concepts & Ideas; Living Beings,12408,925
http://profiles.sc-ctsi.org/profile/118697,Aged,Living Beings,9195,787
http://profiles.sc-ctsi.org/profile/120438,Adolescent,Living Beings,6938,794
http://profiles.sc-ctsi.org/profile/124246,Child,Living Beings,6280,693
http://profiles.sc-ctsi.org/profile/122429,Mice,Living Beings,5645,530
http://profiles.sc-ctsi.org/profile/133432,Risk Factors,Concepts & Ideas,3772,590
http://profiles.sc-ctsi.org/profile/122425,"Child, Preschool",Living Beings,3661,527
http://profiles.sc-ctsi.org/profile/117390,Treatment Outcome,Concepts & Ideas,3529,647
http://profiles.sc-ctsi.org/profile/114666,"Aged, 80 and over",Living Beings,3338,519
http://profiles.sc-ctsi.org/profile/135755,Retrospective Studies,Concepts & Ideas,3334,615
http://profiles.sc-ctsi.org/profile/130427,Rats,Living Beings,3242,394
http://profiles.sc-ctsi.org/profile/137623,Time Factors,Concepts & Ideas,3093,707
http://profiles.sc-ctsi.org/profile/114957,Infant,Living Beings,2840,451
http://profiles.sc-ctsi.org/profile/132592,United States,Geographic Areas,2631,528
http://profiles.sc-ctsi.org/profile/134110,Follow-Up Studies,Procedures,2225,508
http://profiles.sc-ctsi.org/profile/130194,Prospective Studies,Concepts & Ideas; Procedures,2145,492
http://profiles.sc-ctsi.org/profile/128343,Pregnancy,Physiology,2044,383
http://profiles.sc-ctsi.org/profile/136060,"Cells, Cultured",Anatomy,2007,368
http://profiles.sc-ctsi.org/profile/129402,Case-Control Studies,Procedures,1911,351
http://profiles.sc-ctsi.org/profile/130844,"Infant, Newborn",Living Beings,1792,390
http://profiles.sc-ctsi.org/profile/134650,Molecular Sequence Data,Concepts & Ideas; Genes & Molecular Sequences,1770,313
http://profiles.sc-ctsi.org/profile/115531,Magnetic Resonance Imaging,Concepts & Ideas; Procedures,1751,296
http://profiles.sc-ctsi.org/profile/113059,Prognosis,Procedures,1709,372
http://profiles.sc-ctsi.org/profile/137555,"RNA, Messenger",Chemicals & Drugs,1666,327
http://profiles.sc-ctsi.org/profile/119510,Cohort Studies,Concepts & Ideas; Procedures,1612,394
http://profiles.sc-ctsi.org/profile/131896,Breast Neoplasms,Disorders,1579,210
http://profiles.sc-ctsi.org/profile/114577,Brain,Anatomy,1577,261
http://profiles.sc-ctsi.org/profile/112585,Age Factors,Concepts & Ideas,1500,437
http://profiles.sc-ctsi.org/profile/117823,California,Geographic Areas,1471,343
http://profiles.sc-ctsi.org/profile/137087,Signal Transduction,Physiology,1465,326
http://profiles.sc-ctsi.org/profile/121143,Genetic Predisposition to Disease,Physiology,1439,193
http://profiles.sc-ctsi.org/profile/134044,Base Sequence,Chemicals & Drugs; Genes & Molecular Sequences,1433,295
http://profiles.sc-ctsi.org/profile/134380,Immunohistochemistry,Procedures,1349,310
http://profiles.sc-ctsi.org/profile/131683,Cell Line,Anatomy,1304,299
http://profiles.sc-ctsi.org/profile/116358,"Polymorphism, Single Nucleotide",Genes & Molecular Sequences,1263,131
http://profiles.sc-ctsi.org/profile/121976,Postoperative Complications,Disorders,1225,274
http://profiles.sc-ctsi.org/profile/128937,Genotype,Physiology,1218,224
http://profiles.sc-ctsi.org/profile/135596,"Mice, Inbred C57BL",Living Beings,1215,247
http://profiles.sc-ctsi.org/profile/131505,Questionnaires,Activities & Behaviors; Concepts & Ideas,1206,355
http://profiles.sc-ctsi.org/profile/124290,Mutation,Physiology,1193,300
http://profiles.sc-ctsi.org/profile/131607,"Tomography, X-Ray Computed",Procedures,1189,301
http://profiles.sc-ctsi.org/profile/129876,Reproducibility of Results,Concepts & Ideas,1169,394
http://profiles.sc-ctsi.org/profile/116814,Sensitivity and Specificity,Concepts & Ideas,1106,378
http://profiles.sc-ctsi.org/profile/133050,Neoplasms,Disorders,1099,266
http://profiles.sc-ctsi.org/profile/112560,Hispanic Americans,Living Beings,1095,222
http://profiles.sc-ctsi.org/profile/114815,Prostatic Neoplasms,Disorders,1081,141
http://profiles.sc-ctsi.org/profile/119121,Amino Acid Sequence,Genes & Molecular Sequences,1080,230
http://profiles.sc-ctsi.org/profile/122653,Aging,Concepts & Ideas; Physiology,1040,235
http://profiles.sc-ctsi.org/profile/122469,Cell Differentiation,Physiology,1033,239
http://profiles.sc-ctsi.org/profile/116234,Survival Rate,Concepts & Ideas,1032,286
http://profiles.sc-ctsi.org/profile/112645,"Disease Models, Animal",Disorders,1013,316
http://profiles.sc-ctsi.org/profile/121740,"Dose-Response Relationship, Drug",Concepts & Ideas,1003,339
http://profiles.sc-ctsi.org/profile/126813,Los Angeles,Geographic Areas,995,267
http://profiles.sc-ctsi.org/profile/125177,Liver,Anatomy,994,205
http://profiles.sc-ctsi.org/profile/122942,"Models, Biological",Concepts & Ideas; Devices,980,329
http://profiles.sc-ctsi.org/profile/124934,Rabbits,Living Beings,976,173
http://profiles.sc-ctsi.org/profile/114792,Incidence,Concepts & Ideas,960,311
http://profiles.sc-ctsi.org/profile/112051,Antineoplastic Combined Chemotherapy Protocols,Procedures,951,147
http://profiles.sc-ctsi.org/profile/133063,Risk Assessment,Concepts & Ideas; Procedures,942,356
http://profiles.sc-ctsi.org/profile/132434,Polymerase Chain Reaction,Procedures,928,276
http://profiles.sc-ctsi.org/profile/121530,"Tumor Cells, Cultured",Anatomy,915,197
http://profiles.sc-ctsi.org/profile/123077,Kinetics,Concepts & Ideas,909,227
http://profiles.sc-ctsi.org/profile/125269,Smoking,Activities & Behaviors,901,168
http://profiles.sc-ctsi.org/profile/132271,"Rats, Sprague-Dawley",Living Beings,891,187
http://profiles.sc-ctsi.org/profile/112855,Apoptosis,Chemicals & Drugs; Physiology,889,263
http://profiles.sc-ctsi.org/profile/134822,HIV Infections,Disorders,883,164
http://profiles.sc-ctsi.org/profile/130425,Cross-Sectional Studies,Concepts & Ideas; Procedures,881,276
http://profiles.sc-ctsi.org/profile/119736,Antineoplastic Agents,Chemicals & Drugs,879,209
http://profiles.sc-ctsi.org/profile/132863,Phenotype,Physiology,879,281
http://profiles.sc-ctsi.org/profile/129832,Neoplasm Staging,Concepts & Ideas; Procedures,871,170
http://profiles.sc-ctsi.org/profile/127045,Survival Analysis,Concepts & Ideas,867,256
http://profiles.sc-ctsi.org/profile/119146,Algorithms,Concepts & Ideas,862,262
http://profiles.sc-ctsi.org/profile/129237,Transcription Factors,Chemicals & Drugs,860,210
http://profiles.sc-ctsi.org/profile/133201,European Continental Ancestry Group,Living Beings,845,213
http://profiles.sc-ctsi.org/profile/113400,DNA-Binding Proteins,Chemicals & Drugs,842,216
http://profiles.sc-ctsi.org/profile/126733,"Antibodies, Monoclonal",Chemicals & Drugs,825,219
http://profiles.sc-ctsi.org/profile/135848,Gene Expression Regulation,Physiology,820,265
http://profiles.sc-ctsi.org/profile/119007,DNA,Chemicals & Drugs,809,222
http://profiles.sc-ctsi.org/profile/122132,Logistic Models,Concepts & Ideas; Procedures,798,276
http://profiles.sc-ctsi.org/profile/134624,"Cell Line, Tumor",Anatomy,796,197
http://profiles.sc-ctsi.org/profile/115323,Cell Division,Physiology,793,218
http://profiles.sc-ctsi.org/profile/118211,Combined Modality Therapy,Procedures,783,240
http://profiles.sc-ctsi.org/profile/116480,Disease Progression,Physiology,783,283
http://profiles.sc-ctsi.org/profile/127359,Sex Factors,Concepts & Ideas,780,293
http://profiles.sc-ctsi.org/profile/128421,Alzheimer Disease,Disorders,772,77
http://profiles.sc-ctsi.org/profile/129386,Prevalence,Concepts & Ideas,772,275
http://profiles.sc-ctsi.org/profile/137346,Lung,Anatomy,761,174
http://profiles.sc-ctsi.org/profile/112321,"Diagnosis, Differential",Procedures,747,307
http://profiles.sc-ctsi.org/profile/120547,Laparoscopy,Procedures,744,68
http://profiles.sc-ctsi.org/profile/115671,Gene Expression,Physiology,739,258
http://profiles.sc-ctsi.org/profile/127404,Analysis of Variance,Concepts & Ideas,738,333
http://profiles.sc-ctsi.org/profile/127496,Reverse Transcriptase Polymerase Chain Reaction,Procedures,736,270
http://profiles.sc-ctsi.org/profile/119352,"Mice, Knockout",Living Beings,728,185
http://profiles.sc-ctsi.org/profile/136328,"Mice, Transgenic",Living Beings,728,178
http://profiles.sc-ctsi.org/profile/124345,Neurons,Anatomy,719,154
http://profiles.sc-ctsi.org/profile/129825,"Gene Expression Regulation, Neoplastic",Physiology,713,198
http://profiles.sc-ctsi.org/profile/133546,"Promoter Regions, Genetic",Chemicals & Drugs,688,190
http://profiles.sc-ctsi.org/profile/130756,"Image Processing, Computer-Assisted",Activities & Behaviors,686,164
http://profiles.sc-ctsi.org/profile/118049,"Tumor Markers, Biological",Chemicals & Drugs,675,166
http://profiles.sc-ctsi.org/profile/136584,Multivariate Analysis,Concepts & Ideas,669,268
http://profiles.sc-ctsi.org/profile/129867,Predictive Value of Tests,Concepts & Ideas,659,295
http://profiles.sc-ctsi.org/profile/123378,Adenocarcinoma,Disorders,657,167
http://profiles.sc-ctsi.org/profile/133037,Reference Values,Concepts & Ideas,655,271
http://profiles.sc-ctsi.org/profile/133344,Risk,Concepts & Ideas,655,191
http://profiles.sc-ctsi.org/profile/113314,Brain Neoplasms,Disorders,646,138
http://profiles.sc-ctsi.org/profile/119097,Ovarian Neoplasms,Disorders,644,97
http://profiles.sc-ctsi.org/profile/120260,Recombinant Proteins,Chemicals & Drugs,642,246
http://profiles.sc-ctsi.org/profile/123384,"Transcription, Genetic",Physiology,642,184
http://profiles.sc-ctsi.org/profile/112513,Epithelial Cells,Anatomy,637,138
http://profiles.sc-ctsi.org/profile/137550,Severity of Illness Index,Concepts & Ideas,635,318
http://profiles.sc-ctsi.org/profile/135307,"Neoplasm Recurrence, Local",Disorders,633,183
http://profiles.sc-ctsi.org/profile/120476,"Blotting, Western",Phenomena; Procedures,631,224
http://profiles.sc-ctsi.org/profile/121581,Biological Markers,Concepts & Ideas,620,291
http://profiles.sc-ctsi.org/profile/130559,African Americans,Living Beings,617,178
http://profiles.sc-ctsi.org/profile/112216,Body Mass Index,Disorders,613,171
http://profiles.sc-ctsi.org/profile/125865,Odds Ratio,Concepts & Ideas,603,189
http://profiles.sc-ctsi.org/profile/113969,Blood Pressure,Disorders; Physiology,594,166
http://profiles.sc-ctsi.org/profile/122115,Obesity,Disorders,594,187
http://profiles.sc-ctsi.org/profile/125543,Longitudinal Studies,Concepts & Ideas; Procedures,593,209
http://profiles.sc-ctsi.org/profile/129173,"Polymorphism, Genetic",Physiology,590,149
http://profiles.sc-ctsi.org/profile/136482,Proteins,Chemicals & Drugs,586,167
http://profiles.sc-ctsi.org/profile/120811,Regression Analysis,Concepts & Ideas,581,245
http://profiles.sc-ctsi.org/profile/120317,Colorectal Neoplasms,Disorders,580,76
http://profiles.sc-ctsi.org/profile/132010,Transfection,Physiology; Procedures,578,205
http://profiles.sc-ctsi.org/profile/128692,Kidney,Anatomy,575,189
http://profiles.sc-ctsi.org/profile/113625,Lung Neoplasms,Disorders,575,165
http://profiles.sc-ctsi.org/profile/115052,Recurrence,Phenomena,573,245
http://profiles.sc-ctsi.org/profile/134053,Alleles,Genes & Molecular Sequences,569,161
http://profiles.sc-ctsi.org/profile/112769,DNA Methylation,Physiology,569,99
http://profiles.sc-ctsi.org/profile/119141,Disease-Free Survival,Concepts & Ideas,567,136
http://profiles.sc-ctsi.org/profile/121002,Myocardial Infarction,Disorders,564,76
http://profiles.sc-ctsi.org/profile/125618,Estradiol,Chemicals & Drugs,562,91
http://profiles.sc-ctsi.org/profile/118561,Computer Simulation,Activities & Behaviors,549,157
http://profiles.sc-ctsi.org/profile/134887,"Gene Expression Regulation, Developmental",Physiology,542,106
http://profiles.sc-ctsi.org/profile/136931,Neuroblastoma,Disorders,542,62
http://profiles.sc-ctsi.org/profile/112424,Insulin,Chemicals & Drugs,541,142
http://profiles.sc-ctsi.org/profile/136121,Brain Mapping,Procedures,539,56
http://profiles.sc-ctsi.org/profile/135309,Cerebral Cortex,Anatomy,539,91
http://profiles.sc-ctsi.org/profile/116343,Ethnic Groups,Concepts & Ideas; Living Beings,539,168
http://profiles.sc-ctsi.org/profile/112558,Protein Binding,Phenomena; Physiology,538,184
http://profiles.sc-ctsi.org/profile/118848,Chronic Disease,Disorders; Living Beings,531,239
http://profiles.sc-ctsi.org/profile/112349,Membrane Proteins,Chemicals & Drugs,528,209
http://profiles.sc-ctsi.org/profile/121619,Myocardium,Anatomy,528,111
http://profiles.sc-ctsi.org/profile/122582,Clinical Trials as Topic,Procedures,527,211
http://profiles.sc-ctsi.org/profile/117030,Cell Survival,Physiology,516,202
http://profiles.sc-ctsi.org/profile/119035,Double-Blind Method,Procedures,516,190
http://profiles.sc-ctsi.org/profile/130505,Collagen,Chemicals & Drugs,515,121
http://profiles.sc-ctsi.org/profile/123844,Phosphorylation,Phenomena,510,180
http://profiles.sc-ctsi.org/profile/137600,Cell Proliferation,Physiology,509,209
http://profiles.sc-ctsi.org/profile/112102,Gene Expression Profiling,Concepts & Ideas; Genes & Molecular Sequences; Procedures,508,195
http://profiles.sc-ctsi.org/profile/121605,Biopsy,Procedures,504,195
http://profiles.sc-ctsi.org/profile/116315,"Mice, Inbred BALB C",Living Beings,503,161
http://profiles.sc-ctsi.org/profile/118226,Dogs,Living Beings,500,127
http://profiles.sc-ctsi.org/profile/120073,Nuclear Proteins,Chemicals & Drugs,495,160
http://profiles.sc-ctsi.org/profile/136377,T-Lymphocytes,Anatomy,494,139
http://profiles.sc-ctsi.org/profile/115198,"Rats, Inbred Strains",Living Beings,488,104
http://profiles.sc-ctsi.org/profile/116932,Urinary Bladder Neoplasms,Disorders,484,74
http://profiles.sc-ctsi.org/profile/112783,Substance-Related Disorders,Disorders; Living Beings,478,122
http://profiles.sc-ctsi.org/profile/120219,Acute Disease,Disorders,474,225
http://profiles.sc-ctsi.org/profile/130320,Kidney Neoplasms,Disorders,474,88
http://profiles.sc-ctsi.org/profile/113836,"Imaging, Three-Dimensional",Objects; Procedures,473,87
http://profiles.sc-ctsi.org/profile/113470,Transforming Growth Factor beta,Chemicals & Drugs,473,134
http://profiles.sc-ctsi.org/profile/134200,"Muscle, Skeletal",Anatomy,471,137
http://profiles.sc-ctsi.org/profile/131103,Genome-Wide Association Study,Procedures,468,78
http://profiles.sc-ctsi.org/profile/136789,Quality of Life,Concepts & Ideas,465,192
http://profiles.sc-ctsi.org/profile/132528,Hippocampus,Anatomy,464,72
